suspect_id,first_name,last_name,gender,age,national_id,known_addresses,criminal_record_summary,biometric_data,behavior_patterns
SUSP-01444,Alex,Lee,Female,55,NID002443,"Nyagatare, Eastern",Gang activity,"{""facial_features"": {""eye_distance"": 55.87, ""nose_width"": 43.14}, ""fingerprint_hash"": ""fp_687034""}","{""movement"": ""uses public transport only"", ""associates"": ""youth groups""}"
SUSP-01445,Chris,Doe,Male,27,NID002444,"Nyanza, Southern",Gang activity,"{""facial_features"": {""eye_distance"": 56.4, ""nose_width"": 43.79}, ""fingerprint_hash"": ""fp_683739""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
SUSP-01446,Alex,Doe,Male,26,NID002445,"Huye, Southern",Gang activity,"{""facial_features"": {""eye_distance"": 67.36, ""nose_width"": 33.41}, ""fingerprint_hash"": ""fp_652637""}","{""movement"": ""frequent border crossing"", ""associates"": ""unknown individuals""}"
SUSP-01447,Pat,Lee,Male,56,NID002446,"Rubavu, Western",Repeat offender,"{""facial_features"": {""eye_distance"": 64.62, ""nose_width"": 30.37}, ""fingerprint_hash"": ""fp_470790""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
SUSP-01448,Pat,Garcia,Male,53,NID002447,"Nyarugenge, Kigali",Repeat offender,"{""facial_features"": {""eye_distance"": 68.47, ""nose_width"": 39.91}, ""fingerprint_hash"": ""fp_761321""}","{""movement"": ""stays in hideouts"", ""associates"": ""family""}"
SUSP-01449,Pat,Smith,Male,53,NID002448,"Musanze, Northern",Repeat offender,"{""facial_features"": {""eye_distance"": 63.6, ""nose_width"": 44.08}, ""fingerprint_hash"": ""fp_170232""}","{""movement"": ""routine local market visits"", ""associates"": ""none""}"
SUSP-01450,Jane,Doe,Male,36,NID002449,"Kicukiro, Kigali",Repeat offender,"{""facial_features"": {""eye_distance"": 58.95, ""nose_width"": 43.54}, ""fingerprint_hash"": ""fp_675435""}","{""movement"": ""stays in hideouts"", ""associates"": ""family""}"
SUSP-01451,Alex,Lee,Female,36,NID002450,"Gasabo, Kigali",First time offense,"{""facial_features"": {""eye_distance"": 59.23, ""nose_width"": 40.45}, ""fingerprint_hash"": ""fp_126395""}","{""movement"": ""stays in hideouts"", ""associates"": ""family""}"
SUSP-01452,Jane,Lee,Female,29,NID002451,"Rwamagana, Eastern",First time offense,"{""facial_features"": {""eye_distance"": 57.44, ""nose_width"": 38.61}, ""fingerprint_hash"": ""fp_918006""}","{""movement"": ""frequent border crossing"", ""associates"": ""unknown individuals""}"
SUSP-01453,Chris,Lee,Female,30,NID002452,"Huye, Southern",First time offense,"{""facial_features"": {""eye_distance"": 59.94, ""nose_width"": 36.43}, ""fingerprint_hash"": ""fp_482052""}","{""movement"": ""stays in hideouts"", ""associates"": ""family""}"
SUSP-01454,Jane,Smith,Male,42,NID002453,"Gasabo, Kigali",Repeat offender,"{""facial_features"": {""eye_distance"": 64.93, ""nose_width"": 44.11}, ""fingerprint_hash"": ""fp_804086""}","{""movement"": ""stays in hideouts"", ""associates"": ""family""}"
SUSP-01455,Chris,Brown,Female,53,NID002454,"Huye, Southern",Gang activity,"{""facial_features"": {""eye_distance"": 56.26, ""nose_width"": 38.47}, ""fingerprint_hash"": ""fp_852612""}","{""movement"": ""stays in hideouts"", ""associates"": ""family""}"
SUSP-01456,Chris,Garcia,Female,42,NID002455,"Huye, Southern",First time offense,"{""facial_features"": {""eye_distance"": 65.99, ""nose_width"": 37.98}, ""fingerprint_hash"": ""fp_141370""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
SUSP-01457,Chris,Brown,Female,45,NID002456,"Kicukiro, Kigali",First time offense,"{""facial_features"": {""eye_distance"": 60.41, ""nose_width"": 40.12}, ""fingerprint_hash"": ""fp_489720""}","{""movement"": ""frequent border crossing"", ""associates"": ""unknown individuals""}"
SUSP-01458,Jane,Garcia,Male,59,NID002457,"Nyarugenge, Kigali",Repeat offender,"{""facial_features"": {""eye_distance"": 64.31, ""nose_width"": 42.86}, ""fingerprint_hash"": ""fp_816291""}","{""movement"": ""routine local market visits"", ""associates"": ""none""}"
SUSP-01459,Alex,Garcia,Male,56,NID002458,"Rubavu, Western",Gang activity,"{""facial_features"": {""eye_distance"": 68.98, ""nose_width"": 32.08}, ""fingerprint_hash"": ""fp_178867""}","{""movement"": ""stays in hideouts"", ""associates"": ""family""}"
SUSP-01460,Jane,Lee,Female,47,NID002459,"Rubavu, Western",Gang activity,"{""facial_features"": {""eye_distance"": 63.99, ""nose_width"": 33.31}, ""fingerprint_hash"": ""fp_261924""}","{""movement"": ""routine local market visits"", ""associates"": ""none""}"
SUSP-01461,Alex,Doe,Male,22,NID002460,"Nyagatare, Eastern",Gang activity,"{""facial_features"": {""eye_distance"": 63.86, ""nose_width"": 36.33}, ""fingerprint_hash"": ""fp_939138""}","{""movement"": ""uses public transport only"", ""associates"": ""youth groups""}"
SUSP-01462,Alex,Lee,Male,34,NID002461,"Rubavu, Western",Repeat offender,"{""facial_features"": {""eye_distance"": 68.22, ""nose_width"": 44.95}, ""fingerprint_hash"": ""fp_779388""}","{""movement"": ""stays in hideouts"", ""associates"": ""family""}"
SUSP-01463,Chris,Smith,Male,35,NID002462,"Gasabo, Kigali",Gang activity,"{""facial_features"": {""eye_distance"": 62.97, ""nose_width"": 37.46}, ""fingerprint_hash"": ""fp_477875""}","{""movement"": ""frequent border crossing"", ""associates"": ""unknown individuals""}"
SUSP-01464,Jane,Garcia,Male,38,NID002463,"Gasabo, Kigali",First time offense,"{""facial_features"": {""eye_distance"": 60.79, ""nose_width"": 41.85}, ""fingerprint_hash"": ""fp_614398""}","{""movement"": ""uses public transport only"", ""associates"": ""youth groups""}"
SUSP-01465,Alex,Doe,Female,39,NID002464,"Rwamagana, Eastern",First time offense,"{""facial_features"": {""eye_distance"": 67.66, ""nose_width"": 44.72}, ""fingerprint_hash"": ""fp_913283""}","{""movement"": ""frequent border crossing"", ""associates"": ""unknown individuals""}"
SUSP-01466,Pat,Garcia,Male,56,NID002465,"Musanze, Northern",First time offense,"{""facial_features"": {""eye_distance"": 65.98, ""nose_width"": 40.45}, ""fingerprint_hash"": ""fp_225026""}","{""movement"": ""frequent border crossing"", ""associates"": ""unknown individuals""}"
SUSP-01467,Alex,Garcia,Female,23,NID002466,"Gasabo, Kigali",Repeat offender,"{""facial_features"": {""eye_distance"": 60.72, ""nose_width"": 41.87}, ""fingerprint_hash"": ""fp_425511""}","{""movement"": ""routine local market visits"", ""associates"": ""none""}"
SUSP-01468,Pat,Lee,Female,33,NID002467,"Nyagatare, Eastern",Gang activity,"{""facial_features"": {""eye_distance"": 68.4, ""nose_width"": 39.62}, ""fingerprint_hash"": ""fp_568654""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
SUSP-01469,Jane,Doe,Male,19,NID002468,"Rwamagana, Eastern",Repeat offender,"{""facial_features"": {""eye_distance"": 55.96, ""nose_width"": 30.56}, ""fingerprint_hash"": ""fp_136654""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
SUSP-01470,Jane,Doe,Male,18,NID002469,"Kicukiro, Kigali",Gang activity,"{""facial_features"": {""eye_distance"": 66.32, ""nose_width"": 34.47}, ""fingerprint_hash"": ""fp_999756""}","{""movement"": ""uses public transport only"", ""associates"": ""youth groups""}"
SUSP-01471,Jane,Garcia,Male,47,NID002470,"Musanze, Northern",Repeat offender,"{""facial_features"": {""eye_distance"": 56.13, ""nose_width"": 42.31}, ""fingerprint_hash"": ""fp_503693""}","{""movement"": ""uses public transport only"", ""associates"": ""youth groups""}"
SUSP-01472,Alex,Doe,Female,54,NID002471,"Rubavu, Western",First time offense,"{""facial_features"": {""eye_distance"": 56.56, ""nose_width"": 44.24}, ""fingerprint_hash"": ""fp_662354""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
SUSP-01473,John,Doe,Female,40,NID002472,"Nyagatare, Eastern",Repeat offender,"{""facial_features"": {""eye_distance"": 57.65, ""nose_width"": 39.47}, ""fingerprint_hash"": ""fp_186905""}","{""movement"": ""uses public transport only"", ""associates"": ""youth groups""}"
SUSP-01474,Alex,Lee,Female,18,NID002473,"Nyanza, Southern",Repeat offender,"{""facial_features"": {""eye_distance"": 60.83, ""nose_width"": 42.64}, ""fingerprint_hash"": ""fp_697791""}","{""movement"": ""stays in hideouts"", ""associates"": ""family""}"
SUSP-01475,Alex,Brown,Female,36,NID002474,"Rwamagana, Eastern",Repeat offender,"{""facial_features"": {""eye_distance"": 63.91, ""nose_width"": 37.56}, ""fingerprint_hash"": ""fp_695841""}","{""movement"": ""routine local market visits"", ""associates"": ""none""}"
SUSP-01476,Chris,Smith,Female,20,NID002475,"Kicukiro, Kigali",First time offense,"{""facial_features"": {""eye_distance"": 57.52, ""nose_width"": 37.5}, ""fingerprint_hash"": ""fp_961578""}","{""movement"": ""uses public transport only"", ""associates"": ""youth groups""}"
SUSP-01477,Chris,Brown,Female,19,NID002476,"Nyanza, Southern",Repeat offender,"{""facial_features"": {""eye_distance"": 68.11, ""nose_width"": 31.72}, ""fingerprint_hash"": ""fp_311059""}","{""movement"": ""stays in hideouts"", ""associates"": ""family""}"
SUSP-01478,Alex,Doe,Female,54,NID002477,"Nyarugenge, Kigali",Repeat offender,"{""facial_features"": {""eye_distance"": 65.21, ""nose_width"": 43.82}, ""fingerprint_hash"": ""fp_349666""}","{""movement"": ""routine local market visits"", ""associates"": ""none""}"
SUSP-01479,Pat,Garcia,Male,34,NID002478,"Nyanza, Southern",First time offense,"{""facial_features"": {""eye_distance"": 67.56, ""nose_width"": 34.62}, ""fingerprint_hash"": ""fp_176329""}","{""movement"": ""routine local market visits"", ""associates"": ""none""}"
SUSP-01480,Chris,Smith,Female,45,NID002479,"Nyagatare, Eastern",Gang activity,"{""facial_features"": {""eye_distance"": 64.59, ""nose_width"": 33.47}, ""fingerprint_hash"": ""fp_142668""}","{""movement"": ""frequent border crossing"", ""associates"": ""unknown individuals""}"
SUSP-01481,Alex,Smith,Female,35,NID002480,"Rubavu, Western",Repeat offender,"{""facial_features"": {""eye_distance"": 63.5, ""nose_width"": 33.76}, ""fingerprint_hash"": ""fp_387519""}","{""movement"": ""routine local market visits"", ""associates"": ""none""}"
SUSP-01482,John,Garcia,Female,50,NID002481,"Rubavu, Western",First time offense,"{""facial_features"": {""eye_distance"": 66.68, ""nose_width"": 40.53}, ""fingerprint_hash"": ""fp_447028""}","{""movement"": ""stays in hideouts"", ""associates"": ""family""}"
SUSP-01483,Pat,Smith,Female,32,NID002482,"Huye, Southern",Repeat offender,"{""facial_features"": {""eye_distance"": 67.89, ""nose_width"": 38.7}, ""fingerprint_hash"": ""fp_793117""}","{""movement"": ""stays in hideouts"", ""associates"": ""family""}"
SUSP-01484,Jane,Garcia,Male,39,NID002483,"Nyagatare, Eastern",First time offense,"{""facial_features"": {""eye_distance"": 65.42, ""nose_width"": 38.74}, ""fingerprint_hash"": ""fp_484155""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
SUSP-01485,Alex,Smith,Female,58,NID002484,"Rubavu, Western",Gang activity,"{""facial_features"": {""eye_distance"": 60.16, ""nose_width"": 40.08}, ""fingerprint_hash"": ""fp_654813""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
SUSP-01486,Alex,Brown,Female,44,NID002485,"Rwamagana, Eastern",Gang activity,"{""facial_features"": {""eye_distance"": 67.51, ""nose_width"": 42.46}, ""fingerprint_hash"": ""fp_892081""}","{""movement"": ""routine local market visits"", ""associates"": ""none""}"
SUSP-01487,Pat,Smith,Male,54,NID002486,"Kicukiro, Kigali",Repeat offender,"{""facial_features"": {""eye_distance"": 62.62, ""nose_width"": 44.45}, ""fingerprint_hash"": ""fp_626958""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
SUSP-01488,Chris,Lee,Male,49,NID002487,"Rubavu, Western",First time offense,"{""facial_features"": {""eye_distance"": 55.62, ""nose_width"": 30.39}, ""fingerprint_hash"": ""fp_172080""}","{""movement"": ""stays in hideouts"", ""associates"": ""family""}"
SUSP-01489,Chris,Garcia,Female,36,NID002488,"Rubavu, Western",Gang activity,"{""facial_features"": {""eye_distance"": 57.82, ""nose_width"": 32.47}, ""fingerprint_hash"": ""fp_587637""}","{""movement"": ""frequent border crossing"", ""associates"": ""unknown individuals""}"
SUSP-01490,Chris,Smith,Female,45,NID002489,"Huye, Southern",Gang activity,"{""facial_features"": {""eye_distance"": 61.14, ""nose_width"": 34.26}, ""fingerprint_hash"": ""fp_423941""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
SUSP-01491,Jane,Garcia,Female,45,NID002490,"Huye, Southern",First time offense,"{""facial_features"": {""eye_distance"": 66.3, ""nose_width"": 43.28}, ""fingerprint_hash"": ""fp_168350""}","{""movement"": ""routine local market visits"", ""associates"": ""none""}"
SUSP-01492,Pat,Lee,Female,27,NID002491,"Rubavu, Western",Repeat offender,"{""facial_features"": {""eye_distance"": 58.56, ""nose_width"": 33.98}, ""fingerprint_hash"": ""fp_446603""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
SUSP-01493,Pat,Smith,Female,37,NID002492,"Rwamagana, Eastern",Gang activity,"{""facial_features"": {""eye_distance"": 65.82, ""nose_width"": 35.87}, ""fingerprint_hash"": ""fp_817301""}","{""movement"": ""uses public transport only"", ""associates"": ""youth groups""}"
SUSP-01494,Chris,Smith,Female,42,NID002493,"Nyanza, Southern",Gang activity,"{""facial_features"": {""eye_distance"": 57.79, ""nose_width"": 42.41}, ""fingerprint_hash"": ""fp_775914""}","{""movement"": ""frequent border crossing"", ""associates"": ""unknown individuals""}"
SUSP-01495,Chris,Lee,Male,38,NID002494,"Gasabo, Kigali",Gang activity,"{""facial_features"": {""eye_distance"": 64.12, ""nose_width"": 41.29}, ""fingerprint_hash"": ""fp_943356""}","{""movement"": ""uses public transport only"", ""associates"": ""youth groups""}"
SUSP-01496,John,Lee,Male,31,NID002495,"Nyagatare, Eastern",Repeat offender,"{""facial_features"": {""eye_distance"": 68.7, ""nose_width"": 39.26}, ""fingerprint_hash"": ""fp_994759""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
SUSP-01497,John,Lee,Female,39,NID002496,"Rubavu, Western",Gang activity,"{""facial_features"": {""eye_distance"": 59.9, ""nose_width"": 33.1}, ""fingerprint_hash"": ""fp_807045""}","{""movement"": ""uses public transport only"", ""associates"": ""youth groups""}"
SUSP-01498,Alex,Garcia,Female,43,NID002497,"Kicukiro, Kigali",First time offense,"{""facial_features"": {""eye_distance"": 56.73, ""nose_width"": 43.41}, ""fingerprint_hash"": ""fp_286449""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
SUSP-01499,Alex,Lee,Female,28,NID002498,"Nyarugenge, Kigali",Repeat offender,"{""facial_features"": {""eye_distance"": 65.1, ""nose_width"": 31.74}, ""fingerprint_hash"": ""fp_161325""}","{""movement"": ""routine local market visits"", ""associates"": ""none""}"
SUSP-01500,Pat,Garcia,Male,24,NID002499,"Nyagatare, Eastern",Gang activity,"{""facial_features"": {""eye_distance"": 69.56, ""nose_width"": 44.49}, ""fingerprint_hash"": ""fp_467944""}","{""movement"": ""stays in hideouts"", ""associates"": ""family""}"
SUSP-01501,Pat,Brown,Female,34,NID002500,"Musanze, Northern",First time offense,"{""facial_features"": {""eye_distance"": 58.8, ""nose_width"": 33.88}, ""fingerprint_hash"": ""fp_604174""}","{""movement"": ""stays in hideouts"", ""associates"": ""family""}"
SUSP-01502,Jane,Smith,Male,35,NID002501,"Huye, Southern",First time offense,"{""facial_features"": {""eye_distance"": 65.51, ""nose_width"": 35.15}, ""fingerprint_hash"": ""fp_814563""}","{""movement"": ""routine local market visits"", ""associates"": ""none""}"
SUSP-01503,Jane,Smith,Male,24,NID002502,"Huye, Southern",Repeat offender,"{""facial_features"": {""eye_distance"": 64.12, ""nose_width"": 37.58}, ""fingerprint_hash"": ""fp_542212""}","{""movement"": ""stays in hideouts"", ""associates"": ""family""}"
SUSP-01504,John,Doe,Female,37,NID002503,"Musanze, Northern",First time offense,"{""facial_features"": {""eye_distance"": 68.78, ""nose_width"": 34.99}, ""fingerprint_hash"": ""fp_323059""}","{""movement"": ""stays in hideouts"", ""associates"": ""family""}"
SUSP-01505,Alex,Brown,Male,55,NID002504,"Huye, Southern",Repeat offender,"{""facial_features"": {""eye_distance"": 61.89, ""nose_width"": 40.24}, ""fingerprint_hash"": ""fp_411061""}","{""movement"": ""routine local market visits"", ""associates"": ""none""}"
SUSP-01506,John,Lee,Female,28,NID002505,"Gasabo, Kigali",Repeat offender,"{""facial_features"": {""eye_distance"": 59.49, ""nose_width"": 40.6}, ""fingerprint_hash"": ""fp_901271""}","{""movement"": ""stays in hideouts"", ""associates"": ""family""}"
SUSP-01507,John,Lee,Male,33,NID002506,"Nyanza, Southern",Repeat offender,"{""facial_features"": {""eye_distance"": 60.69, ""nose_width"": 33.77}, ""fingerprint_hash"": ""fp_771450""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
SUSP-01508,Alex,Brown,Female,44,NID002507,"Kicukiro, Kigali",First time offense,"{""facial_features"": {""eye_distance"": 55.07, ""nose_width"": 35.78}, ""fingerprint_hash"": ""fp_436571""}","{""movement"": ""stays in hideouts"", ""associates"": ""family""}"
SUSP-01509,Jane,Lee,Female,28,NID002508,"Huye, Southern",Repeat offender,"{""facial_features"": {""eye_distance"": 65.34, ""nose_width"": 40.33}, ""fingerprint_hash"": ""fp_126295""}","{""movement"": ""frequent border crossing"", ""associates"": ""unknown individuals""}"
SUSP-01510,Alex,Doe,Male,33,NID002509,"Nyagatare, Eastern",Repeat offender,"{""facial_features"": {""eye_distance"": 60.84, ""nose_width"": 34.89}, ""fingerprint_hash"": ""fp_912015""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
SUSP-01511,Chris,Garcia,Male,40,NID002510,"Huye, Southern",First time offense,"{""facial_features"": {""eye_distance"": 64.2, ""nose_width"": 42.78}, ""fingerprint_hash"": ""fp_486329""}","{""movement"": ""stays in hideouts"", ""associates"": ""family""}"
SUSP-01512,Chris,Smith,Male,29,NID002511,"Gasabo, Kigali",Repeat offender,"{""facial_features"": {""eye_distance"": 59.08, ""nose_width"": 44.16}, ""fingerprint_hash"": ""fp_620150""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
SUSP-01513,Chris,Brown,Female,57,NID002512,"Nyagatare, Eastern",Gang activity,"{""facial_features"": {""eye_distance"": 60.43, ""nose_width"": 37.95}, ""fingerprint_hash"": ""fp_440634""}","{""movement"": ""stays in hideouts"", ""associates"": ""family""}"
SUSP-01514,Pat,Smith,Male,20,NID002513,"Gasabo, Kigali",First time offense,"{""facial_features"": {""eye_distance"": 58.93, ""nose_width"": 33.93}, ""fingerprint_hash"": ""fp_829824""}","{""movement"": ""routine local market visits"", ""associates"": ""none""}"
SUSP-01515,Jane,Garcia,Male,19,NID002514,"Nyagatare, Eastern",First time offense,"{""facial_features"": {""eye_distance"": 60.43, ""nose_width"": 43.98}, ""fingerprint_hash"": ""fp_658671""}","{""movement"": ""uses public transport only"", ""associates"": ""youth groups""}"
SUSP-01516,Jane,Brown,Female,55,NID002515,"Rwamagana, Eastern",First time offense,"{""facial_features"": {""eye_distance"": 68.4, ""nose_width"": 42.56}, ""fingerprint_hash"": ""fp_915406""}","{""movement"": ""stays in hideouts"", ""associates"": ""family""}"
SUSP-01517,Pat,Garcia,Female,41,NID002516,"Rubavu, Western",Gang activity,"{""facial_features"": {""eye_distance"": 68.31, ""nose_width"": 34.8}, ""fingerprint_hash"": ""fp_169227""}","{""movement"": ""stays in hideouts"", ""associates"": ""family""}"
SUSP-01518,John,Lee,Male,46,NID002517,"Nyanza, Southern",Repeat offender,"{""facial_features"": {""eye_distance"": 68.32, ""nose_width"": 38.36}, ""fingerprint_hash"": ""fp_932022""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
SUSP-01519,Chris,Lee,Male,51,NID002518,"Nyarugenge, Kigali",First time offense,"{""facial_features"": {""eye_distance"": 63.67, ""nose_width"": 30.14}, ""fingerprint_hash"": ""fp_489455""}","{""movement"": ""uses public transport only"", ""associates"": ""youth groups""}"
SUSP-01520,Chris,Lee,Male,37,NID002519,"Huye, Southern",First time offense,"{""facial_features"": {""eye_distance"": 58.88, ""nose_width"": 30.46}, ""fingerprint_hash"": ""fp_686484""}","{""movement"": ""uses public transport only"", ""associates"": ""youth groups""}"
SUSP-01521,John,Garcia,Female,35,NID002520,"Nyanza, Southern",First time offense,"{""facial_features"": {""eye_distance"": 66.95, ""nose_width"": 31.32}, ""fingerprint_hash"": ""fp_561814""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
SUSP-01522,Alex,Garcia,Female,31,NID002521,"Rwamagana, Eastern",Gang activity,"{""facial_features"": {""eye_distance"": 59.81, ""nose_width"": 38.13}, ""fingerprint_hash"": ""fp_632092""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
SUSP-01523,Alex,Garcia,Male,35,NID002522,"Rwamagana, Eastern",Gang activity,"{""facial_features"": {""eye_distance"": 56.97, ""nose_width"": 30.38}, ""fingerprint_hash"": ""fp_799395""}","{""movement"": ""frequent border crossing"", ""associates"": ""unknown individuals""}"
SUSP-01524,Jane,Smith,Female,19,NID002523,"Nyagatare, Eastern",Gang activity,"{""facial_features"": {""eye_distance"": 58.7, ""nose_width"": 39.91}, ""fingerprint_hash"": ""fp_112573""}","{""movement"": ""frequent border crossing"", ""associates"": ""unknown individuals""}"
SUSP-01525,Pat,Garcia,Male,18,NID002524,"Rubavu, Western",Repeat offender,"{""facial_features"": {""eye_distance"": 69.5, ""nose_width"": 34.45}, ""fingerprint_hash"": ""fp_282076""}","{""movement"": ""frequent border crossing"", ""associates"": ""unknown individuals""}"
SUSP-01526,Jane,Lee,Male,37,NID002525,"Kicukiro, Kigali",Repeat offender,"{""facial_features"": {""eye_distance"": 55.08, ""nose_width"": 44.31}, ""fingerprint_hash"": ""fp_118087""}","{""movement"": ""stays in hideouts"", ""associates"": ""family""}"
SUSP-01527,Alex,Doe,Female,51,NID002526,"Nyagatare, Eastern",Gang activity,"{""facial_features"": {""eye_distance"": 66.67, ""nose_width"": 43.07}, ""fingerprint_hash"": ""fp_851730""}","{""movement"": ""frequent border crossing"", ""associates"": ""unknown individuals""}"
SUSP-01528,John,Garcia,Male,58,NID002527,"Kicukiro, Kigali",Repeat offender,"{""facial_features"": {""eye_distance"": 67.2, ""nose_width"": 31.01}, ""fingerprint_hash"": ""fp_726623""}","{""movement"": ""uses public transport only"", ""associates"": ""youth groups""}"
SUSP-01529,Jane,Doe,Male,58,NID002528,"Gasabo, Kigali",Gang activity,"{""facial_features"": {""eye_distance"": 69.75, ""nose_width"": 33.93}, ""fingerprint_hash"": ""fp_150102""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
SUSP-01530,Chris,Lee,Female,28,NID002529,"Musanze, Northern",Repeat offender,"{""facial_features"": {""eye_distance"": 56.06, ""nose_width"": 37.62}, ""fingerprint_hash"": ""fp_822256""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
SUSP-01531,Chris,Garcia,Male,44,NID002530,"Rubavu, Western",Repeat offender,"{""facial_features"": {""eye_distance"": 55.59, ""nose_width"": 42.29}, ""fingerprint_hash"": ""fp_867550""}","{""movement"": ""uses public transport only"", ""associates"": ""youth groups""}"
SUSP-01532,John,Smith,Male,40,NID002531,"Nyagatare, Eastern",Gang activity,"{""facial_features"": {""eye_distance"": 63.58, ""nose_width"": 44.69}, ""fingerprint_hash"": ""fp_769224""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
SUSP-01533,Alex,Smith,Female,55,NID002532,"Nyarugenge, Kigali",First time offense,"{""facial_features"": {""eye_distance"": 61.04, ""nose_width"": 37.74}, ""fingerprint_hash"": ""fp_435552""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
SUSP-01534,Chris,Doe,Male,20,NID002533,"Rubavu, Western",First time offense,"{""facial_features"": {""eye_distance"": 64.78, ""nose_width"": 36.88}, ""fingerprint_hash"": ""fp_842547""}","{""movement"": ""stays in hideouts"", ""associates"": ""family""}"
SUSP-01535,Chris,Smith,Male,29,NID002534,"Huye, Southern",Repeat offender,"{""facial_features"": {""eye_distance"": 59.26, ""nose_width"": 32.56}, ""fingerprint_hash"": ""fp_679149""}","{""movement"": ""stays in hideouts"", ""associates"": ""family""}"
SUSP-01536,Pat,Smith,Female,47,NID002535,"Huye, Southern",Repeat offender,"{""facial_features"": {""eye_distance"": 59.0, ""nose_width"": 43.57}, ""fingerprint_hash"": ""fp_301773""}","{""movement"": ""stays in hideouts"", ""associates"": ""family""}"
SUSP-01537,Jane,Smith,Female,48,NID002536,"Nyagatare, Eastern",Repeat offender,"{""facial_features"": {""eye_distance"": 63.71, ""nose_width"": 38.91}, ""fingerprint_hash"": ""fp_247770""}","{""movement"": ""stays in hideouts"", ""associates"": ""family""}"
SUSP-01538,Alex,Lee,Female,40,NID002537,"Rubavu, Western",Repeat offender,"{""facial_features"": {""eye_distance"": 68.43, ""nose_width"": 34.16}, ""fingerprint_hash"": ""fp_942940""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
SUSP-01539,Jane,Smith,Male,18,NID002538,"Nyarugenge, Kigali",Repeat offender,"{""facial_features"": {""eye_distance"": 68.89, ""nose_width"": 32.73}, ""fingerprint_hash"": ""fp_212870""}","{""movement"": ""frequent border crossing"", ""associates"": ""unknown individuals""}"
SUSP-01540,Alex,Brown,Female,58,NID002539,"Rwamagana, Eastern",Repeat offender,"{""facial_features"": {""eye_distance"": 59.44, ""nose_width"": 44.09}, ""fingerprint_hash"": ""fp_500439""}","{""movement"": ""routine local market visits"", ""associates"": ""none""}"
SUSP-01541,Chris,Garcia,Male,37,NID002540,"Gasabo, Kigali",Gang activity,"{""facial_features"": {""eye_distance"": 55.99, ""nose_width"": 34.56}, ""fingerprint_hash"": ""fp_757844""}","{""movement"": ""stays in hideouts"", ""associates"": ""family""}"
SUSP-01542,Pat,Smith,Female,23,NID002541,"Musanze, Northern",First time offense,"{""facial_features"": {""eye_distance"": 63.18, ""nose_width"": 30.37}, ""fingerprint_hash"": ""fp_163898""}","{""movement"": ""stays in hideouts"", ""associates"": ""family""}"
SUSP-01543,Jane,Smith,Male,28,NID002542,"Nyanza, Southern",First time offense,"{""facial_features"": {""eye_distance"": 63.41, ""nose_width"": 40.63}, ""fingerprint_hash"": ""fp_678828""}","{""movement"": ""stays in hideouts"", ""associates"": ""family""}"
SUSP-01544,Chris,Smith,Male,52,NID002543,"Musanze, Northern",Gang activity,"{""facial_features"": {""eye_distance"": 56.57, ""nose_width"": 32.64}, ""fingerprint_hash"": ""fp_126250""}","{""movement"": ""stays in hideouts"", ""associates"": ""family""}"
SUSP-01545,Alex,Brown,Female,21,NID002544,"Nyanza, Southern",Gang activity,"{""facial_features"": {""eye_distance"": 55.19, ""nose_width"": 30.18}, ""fingerprint_hash"": ""fp_712083""}","{""movement"": ""routine local market visits"", ""associates"": ""none""}"
SUSP-01546,Jane,Smith,Male,46,NID002545,"Rubavu, Western",First time offense,"{""facial_features"": {""eye_distance"": 58.63, ""nose_width"": 34.19}, ""fingerprint_hash"": ""fp_961009""}","{""movement"": ""frequent border crossing"", ""associates"": ""unknown individuals""}"
SUSP-01547,Jane,Smith,Male,27,NID002546,"Nyagatare, Eastern",First time offense,"{""facial_features"": {""eye_distance"": 60.35, ""nose_width"": 40.89}, ""fingerprint_hash"": ""fp_975743""}","{""movement"": ""routine local market visits"", ""associates"": ""none""}"
